                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                0.93487,                0.50707,                0.98617,                 0.9452,                0.94207,                0.97093,                0.70536,                 1.0646,                0.48703,                 1.0508,               0.005875,               0.005875,               0.005875
                     52,                0.93006,                0.50089,                0.98755,                0.95401,                0.95004,                0.97979,                 0.7232,                 1.0138,                0.47511,                 1.0488,              0.0057925,              0.0057925,              0.0057925
                     53,                0.96419,                 0.5009,                 1.0022,                0.96178,                0.93674,                0.97927,                0.70555,                 1.0475,                0.49432,                 1.0472,                0.00571,                0.00571,                0.00571
                     54,                0.92412,                 0.4899,                 0.9857,                0.94934,                0.92842,                0.96895,                0.69768,                 1.0583,                0.50075,                 1.0636,              0.0056275,              0.0056275,              0.0056275
                     55,                0.92269,                0.48989,                0.97571,                0.94713,                0.92695,                0.97138,                0.69961,                 1.0355,                0.50573,                 1.0647,               0.005545,               0.005545,               0.005545
                     56,                0.90205,                0.48793,                0.97481,                0.94016,                0.93333,                0.96936,                0.69972,                 1.0244,                0.49313,                 1.0459,              0.0054625,              0.0054625,              0.0054625
                     57,                0.92989,                0.48857,                0.98684,                0.93214,                0.95768,                0.97691,                0.69729,                 1.0283,                 0.5015,                 1.0387,                0.00538,                0.00538,                0.00538
                     58,                0.93004,                0.50082,                0.97322,                0.96266,                0.93675,                0.96836,                0.70765,                 1.0474,                0.49607,                 1.0529,              0.0052975,              0.0052975,              0.0052975
                     59,                0.93001,                0.47968,                0.97929,                0.93306,                0.94689,                 0.9731,                 0.7075,                 1.0478,                0.49238,                 1.0567,               0.005215,               0.005215,               0.005215
                     60,                0.90593,                0.48005,                0.97851,                0.94545,                0.94009,                0.97091,                0.70529,                 1.0608,                0.48074,                 1.0667,              0.0051325,              0.0051325,              0.0051325
                     61,                0.91936,                0.48217,                 0.9871,                0.95961,                0.93649,                 0.9752,                0.68843,                 1.0536,                0.48571,                 1.0567,                0.00505,                0.00505,                0.00505
                     62,                0.91646,                0.47529,                0.98246,                0.94482,                0.94051,                0.97628,                0.70868,                 1.0411,                0.47904,                 1.0528,              0.0049675,              0.0049675,              0.0049675
                     63,                0.86922,                0.46141,                0.96571,                0.95714,                0.92862,                0.97421,                0.70015,                  1.054,                0.48358,                 1.0495,               0.004885,               0.004885,               0.004885
                     64,                0.90428,                0.48387,                0.97273,                 0.9551,                0.94352,                0.98001,                0.69935,                 1.0374,                 0.4668,                 1.0523,              0.0048025,              0.0048025,              0.0048025
                     65,                0.89035,                0.46506,                0.97726,                0.94783,                 0.9531,                0.97365,                0.70137,                 1.0452,                0.47864,                  1.058,                0.00472,                0.00472,                0.00472
                     66,                0.88774,                 0.4715,                0.97551,                0.96038,                0.95408,                0.98089,                0.71856,                 1.0313,                0.46766,                  1.055,              0.0046375,              0.0046375,              0.0046375
                     67,                0.88073,                0.46996,                0.96631,                0.95814,                0.92662,                0.97399,                0.70547,                 1.0501,                0.47477,                 1.0725,               0.004555,               0.004555,               0.004555
                     68,                0.89544,                0.47079,                0.97292,                0.94602,                0.94248,                0.97685,                0.70618,                 1.0353,                0.48039,                  1.056,              0.0044725,              0.0044725,              0.0044725
                     69,                0.89461,                 0.4631,                0.97276,                0.93921,                0.94427,                0.97364,                0.70893,                 1.0347,                 0.4765,                 1.0536,                0.00439,                0.00439,                0.00439
                     70,                0.87943,                 0.4626,                0.96543,                0.95301,                0.94337,                0.97469,                0.70771,                 1.0597,                0.48217,                 1.0735,              0.0043075,              0.0043075,              0.0043075
                     71,                0.87702,                0.45264,                0.95597,                0.95709,                0.94803,                0.97636,                0.71403,                 1.0437,                0.47817,                 1.0697,               0.004225,               0.004225,               0.004225
                     72,                 0.8864,                0.46046,                0.96917,                0.96384,                0.93484,                0.97331,                0.71891,                 1.0283,                0.45981,                 1.0496,              0.0041425,              0.0041425,              0.0041425
                     73,                0.87013,                0.44875,                0.96588,                0.95324,                0.94051,                0.97423,                0.72173,                 1.0178,                0.46001,                 1.0549,                0.00406,                0.00406,                0.00406
                     74,                0.85885,                0.44594,                0.95067,                0.97073,                0.93789,                  0.978,                0.71901,                 1.0374,                0.46758,                 1.0629,              0.0039775,              0.0039775,              0.0039775
                     75,                0.81999,                0.43498,                 0.9509,                0.94991,                0.93771,                0.97378,                0.70927,                 1.0436,                 0.4644,                 1.0653,               0.003895,               0.003895,               0.003895
                     76,                0.84079,                0.43522,                0.95298,                0.96634,                0.95498,                0.97096,                0.70343,                 1.0531,                0.46233,                 1.0605,              0.0038125,              0.0038125,              0.0038125
                     77,                0.85446,                0.44816,                0.95042,                0.96221,                0.94166,                0.97358,                0.70911,                 1.0507,                0.46933,                 1.0676,                0.00373,                0.00373,                0.00373
                     78,                0.86307,                 0.4481,                0.95617,                0.97051,                 0.9467,                 0.9743,                 0.7188,                 1.0366,                0.45143,                 1.0639,              0.0036475,              0.0036475,              0.0036475
                     79,                0.82088,                0.43062,                0.95181,                0.94764,                0.95356,                0.97636,                0.71866,                 1.0251,                0.44434,                 1.0521,               0.003565,               0.003565,               0.003565
                     80,                0.86054,                0.43796,                0.95629,                0.95407,                0.94427,                0.97751,                0.71685,                 1.0217,                0.44618,                 1.0534,              0.0034825,              0.0034825,              0.0034825
                     81,                0.81852,                0.42537,                 0.9449,                0.95416,                0.94584,                0.97554,                0.72155,                 1.0452,                0.44583,                 1.0716,                 0.0034,                 0.0034,                 0.0034
                     82,                0.80127,                0.41434,                0.94129,                0.94986,                0.94427,                0.97907,                0.71435,                 1.0355,                0.44957,                 1.0611,              0.0033175,              0.0033175,              0.0033175
                     83,                0.85247,                0.43697,                0.95764,                0.96176,                0.95335,                0.98184,                0.71326,                 1.0449,                0.44339,                 1.0699,               0.003235,               0.003235,               0.003235
                     84,                0.78864,                0.42106,                0.94513,                0.93758,                0.94321,                0.96742,                 0.7134,                 1.0664,                0.45537,                  1.088,              0.0031525,              0.0031525,              0.0031525
                     85,                0.81128,                0.41761,                0.94247,                0.95383,                0.95102,                0.97323,                0.70403,                 1.0602,                0.44953,                 1.0856,                0.00307,                0.00307,                0.00307
                     86,                0.80979,                0.41608,                0.94015,                0.94501,                0.93108,                0.96809,                0.70968,                 1.0486,                0.45169,                  1.076,              0.0029875,              0.0029875,              0.0029875
                     87,                 0.8121,                0.41678,                0.94594,                0.95925,                0.95009,                 0.9751,                0.70784,                 1.0483,                0.45067,                 1.0699,               0.002905,               0.002905,               0.002905
                     88,                0.78721,                 0.4076,                0.93119,                0.95202,                0.93876,                  0.968,                0.71717,                 1.0363,                0.45305,                 1.0796,              0.0028225,              0.0028225,              0.0028225
                     89,                0.79336,                0.41687,                0.93867,                0.95302,                0.92872,                0.96653,                0.70777,                 1.0269,                0.44403,                 1.0628,                0.00274,                0.00274,                0.00274
                     90,                0.80817,                0.41316,                0.94203,                0.95423,                0.93937,                0.96945,                0.71868,                 1.0321,                0.43843,                 1.0666,              0.0026575,              0.0026575,              0.0026575
                     91,                0.76626,                0.39432,                0.91971,                0.94062,                0.95957,                0.97266,                0.72141,                 1.0337,                0.43649,                 1.0681,               0.002575,               0.002575,               0.002575
                     92,                0.78116,                0.40115,                0.93467,                 0.9502,                0.93675,                 0.9699,                0.71254,                 1.0405,                0.44191,                 1.0724,              0.0024925,              0.0024925,              0.0024925
                     93,                 0.7809,                0.39822,                0.93386,                0.96296,                0.93675,                0.97429,                0.72235,                 1.0187,                0.43357,                 1.0657,                0.00241,                0.00241,                0.00241
                     94,                0.76109,                0.39492,                0.92679,                0.95533,                0.94735,                0.97474,                0.71653,                 1.0423,                0.44288,                  1.072,              0.0023275,              0.0023275,              0.0023275
                     95,                0.77228,                0.39687,                0.92693,                0.95901,                0.93518,                0.96816,                0.71399,                 1.0391,                 0.4547,                 1.0786,               0.002245,               0.002245,               0.002245
                     96,                0.74929,                0.38755,                0.92799,                0.96589,                0.95767,                0.97963,                0.72363,                 1.0342,                0.44083,                 1.0745,              0.0021625,              0.0021625,              0.0021625
                     97,                0.72392,                0.38525,                0.91537,                 0.9623,                0.94322,                 0.9741,                0.72049,                 1.0365,                0.43783,                 1.0819,                0.00208,                0.00208,                0.00208
                     98,                0.76385,                0.38318,                0.92832,                0.93784,                0.96421,                0.97674,                0.71263,                 1.0418,                 0.4389,                 1.0786,              0.0019975,              0.0019975,              0.0019975
                     99,                0.74652,                0.38227,                0.92517,                0.95118,                0.94689,                0.97146,                0.71822,                 1.0211,                0.43439,                 1.0603,               0.001915,               0.001915,               0.001915
                    100,                0.74482,                0.38506,                0.92015,                0.95371,                0.96392,                 0.9821,                0.73007,                 1.0122,                0.42396,                 1.0627,              0.0018325,              0.0018325,              0.0018325
                    101,                0.70652,                0.37008,                0.91221,                0.95285,                0.93694,                0.97373,                0.72282,                 1.0338,                0.43917,                 1.0767,                0.00175,                0.00175,                0.00175
                    102,                0.70193,                0.36238,                0.90859,                0.94936,                 0.9463,                0.97524,                0.72778,                  1.021,                0.43147,                  1.073,              0.0016675,              0.0016675,              0.0016675
                    103,                0.75578,                0.38521,                0.92541,                0.95908,                0.94427,                0.97843,                0.72716,                 1.0318,                0.43967,                 1.0786,               0.001585,               0.001585,               0.001585
                    104,                0.73138,                0.36907,                0.92333,                 0.9637,                0.94325,                0.97879,                0.72031,                 1.0249,                0.42526,                 1.0775,              0.0015025,              0.0015025,              0.0015025
                    105,                0.72719,                0.37756,                0.92333,                0.94959,                0.93937,                0.97273,                0.72164,                 1.0142,                0.43053,                 1.0697,                0.00142,                0.00142,                0.00142
                    106,                0.72292,                0.37028,                0.92188,                0.94906,                0.95157,                0.97726,                0.72219,                 1.0157,                 0.4325,                   1.07,              0.0013375,              0.0013375,              0.0013375
                    107,                0.72815,                0.37324,                0.91205,                0.96118,                0.93046,                0.97084,                0.71836,                 1.0183,                0.43271,                 1.0702,               0.001255,               0.001255,               0.001255
                    108,                 0.7154,                0.36501,                0.91151,                0.95243,                0.95371,                0.97709,                0.72986,                 1.0107,                0.42694,                 1.0667,              0.0011725,              0.0011725,              0.0011725
                    109,                0.73955,                0.37077,                0.91551,                0.95429,                0.94228,                0.97191,                0.73076,                 1.0108,                0.42637,                 1.0691,                0.00109,                0.00109,                0.00109
                    110,                0.66178,                0.33289,                0.90236,                0.95822,                0.95293,                 0.9795,                0.72811,                 1.0075,                0.42718,                 1.0745,              0.0010075,              0.0010075,              0.0010075
                    111,                0.64481,                0.32518,                0.88665,                0.94091,                0.94705,                0.97452,                0.72636,                 1.0094,                0.43067,                 1.0792,               0.000925,               0.000925,               0.000925
                    112,                0.64804,                0.32845,                0.88354,                0.94935,                0.94268,                0.97115,                0.72051,                  1.004,                0.43458,                 1.0761,              0.0008425,              0.0008425,              0.0008425
                    113,                0.63609,                0.32152,                0.88643,                0.95056,                0.94313,                0.97124,                0.72266,                 1.0085,                0.43282,                 1.0748,                0.00076,                0.00076,                0.00076
                    114,                 0.6378,                0.32443,                 0.8871,                 0.9614,                0.93894,                0.97195,                0.72956,                 1.0021,                 0.4286,                 1.0755,              0.0006775,              0.0006775,              0.0006775
                    115,                0.63472,                0.32273,                0.88776,                0.96648,                0.94313,                0.96983,                0.73099,                0.99976,                0.41956,                 1.0747,               0.000595,               0.000595,               0.000595
                    116,                0.63537,                0.32101,                0.89032,                 0.9641,                0.94313,                0.96717,                0.72988,                 1.0028,                0.42176,                 1.0758,              0.0005125,              0.0005125,              0.0005125
                    117,                0.63112,                0.32657,                0.89383,                0.96289,                0.94264,                0.97363,                0.73075,                 1.0053,                0.42888,                 1.0755,                0.00043,                0.00043,                0.00043
                    118,                0.63583,                0.31837,                0.89404,                0.96468,                0.94313,                0.97057,                0.72857,                 1.0087,                 0.4285,                 1.0743,              0.0003475,              0.0003475,              0.0003475
                    119,                0.61021,                0.30772,                0.88089,                0.96495,                0.94513,                0.97034,                 0.7297,                   1.01,                0.42524,                 1.0746,               0.000265,               0.000265,               0.000265
